Type,Content,text_cleaned,text_processed,sentiment
p,"Former US President George W. Bush has stated that he does not expect Israel to return entirely to the 1949 armistice lines because of ""new realities on the ground"".[221] One of the main compromise plans put forth by the Clinton Administration would have allowed Israel to keep some settlements in the West Bank, especially those which were in large blocs near the pre-1967 borders of Israel. In return, Palestinians would have received some concessions of land in other parts of the country.[citation needed] The Obama administration viewed a complete freeze of construction in settlements on the West Bank as a critical step toward peace. In May and June 2009, President Barack Obama said, ""The United States does not accept the legitimacy of continued Israeli settlements"",[222] and the Secretary of State, Hillary Clinton, stated that the President ""wants to see a stop to settlements—not some settlements, not outposts, not 'natural growth' exceptions.""[223] However, Obama has since declared that the United States will no longer press Israel to stop West Bank settlement construction as a precondition for continued peace-process negotiations with the Palestinian Authority.[224]",former us president george w bush has stated that he does not expect israel to return entirely to the  armistice lines because of new realities on the ground one of the main compromise plans put forth by the clinton administration would have allowed israel to keep some settlements in the west bank especially those which were in large blocs near the pre borders of israel in return palestinians would have received some concessions of land in other parts of the countrycitation needed the obama administration viewed a complete freeze of construction in settlements on the west bank as a critical step toward peace in may and june  president barack obama said the united states does not accept the legitimacy of continued israeli settlements and the secretary of state hillary clinton stated that the president wants to see a stop to settlementsnot some settlements not outposts not natural growth exceptions however obama has since declared that the united states will no longer press israel to stop west bank settlement construction as a precondition for continued peaceprocess negotiations with the palestinian authority,former us president george w bush stated he does expect israel return entirely armistice lines because new realities ground one main compromise plans put forth clinton administration would allowed israel keep some settlements west bank especially those were large blocs near pre borders israel return palestinians would received some concessions land other parts countrycitation needed obama administration viewed complete freeze construction settlements west bank critical step toward peace may june president barack obama said united states does accept legitimacy continued israeli settlements secretary state hillary clinton stated president wants see stop settlementsnot some settlements outposts natural growth exceptions however obama since declared united states no longer press israel stop west bank settlement construction precondition continued peaceprocess negotiations palestinian authority,0.07435966810966811
p,"As of 2023, there were about 500,000 Israeli settlers living in the West Bank, with another 200,000 living in East Jerusalem.[225][226][227] In February 2023, Israel's Finance Minister Bezalel Smotrich took charge of most of the Civil Administration, obtaining broad authority over civilian issues in the West Bank.[228][229] In the first six months of 2023, 13,000 housing units were built in settlements, which is almost three times more than in the whole of 2022.[230]",as of  there were about  israeli settlers living in the west bank with another  living in east jerusalem in february  israels finance minister bezalel smotrich took charge of most of the civil administration obtaining broad authority over civilian issues in the west bank in the first six months of   housing units were built in settlements which is almost three times more than in the whole of ,there were about israeli settlers living west bank another living east jerusalem february israels finance minister bezalel smotrich took charge most civil administration obtaining broad authority over civilian issues west bank first six months housing units were built settlements almost three times more than whole,0.3025
h3,Blockade of the Gaza Strip,blockade of the gaza strip,blockade gaza strip,0.0
p,"The Israeli government states it is justified under international law to impose a blockade on an enemy for security reasons. The power to impose a naval blockade is established under customary international law and Laws of armed conflict, and a United Nations commission has ruled that Israel's blockade is ""both legal and appropriate.""[231][232] The Israeli Government's continued land, sea and air blockage is tantamount to collective punishment of the population, according to the United Nations Office for the Coordination of Humanitarian Affairs.[233] The Military Advocate General of Israel has provided numerous reasonings for the policy:",the israeli government states it is justified under international law to impose a blockade on an enemy for security reasons the power to impose a naval blockade is established under customary international law and laws of armed conflict and a united nations commission has ruled that israels blockade is both legal and appropriate the israeli governments continued land sea and air blockage is tantamount to collective punishment of the population according to the united nations office for the coordination of humanitarian affairs the military advocate general of israel has provided numerous reasonings for the policy,israeli government states justified under international law impose blockade enemy security reasons power impose naval blockade established under customary international law laws armed conflict united nations commission ruled israels blockade both legal appropriate israeli governments continued land sea air blockage tantamount collective punishment population according united nations office coordination humanitarian affairs military advocate general israel provided numerous reasonings policy,0.13125
p,"The State of Israel has been engaged in an ongoing armed conflict with terrorist organizations operating in the Gaza strip. This armed conflict has intensified after Hamas violently took over Gaza, in June 2007, and turned the territory under its de facto control into a launching pad of mortar and rocket attacks against Israeli towns and villages in southern Israel.[234]",the state of israel has been engaged in an ongoing armed conflict with terrorist organizations operating in the gaza strip this armed conflict has intensified after hamas violently took over gaza in june  and turned the territory under its de facto control into a launching pad of mortar and rocket attacks against israeli towns and villages in southern israel,state israel been engaged ongoing armed conflict terrorist organizations operating gaza strip armed conflict intensified after hamas violently took over gaza june turned territory under de facto control into launching pad mortar rocket attacks against israeli towns villages southern israel,-0.4
p,"According to Oxfam, because of an import-export ban imposed on Gaza in 2007, 95% of Gaza's industrial operations were suspended. Out of 35,000 people employed by 3,900 factories in June 2005, only 1,750 people remained employed by 195 factories in June 2007.[235] By 2010, Gaza's unemployment rate had risen to 40% with 80% of the population living on less than 2 dollars a day.[236]",according to oxfam because of an importexport ban imposed on gaza in   of gazas industrial operations were suspended out of  people employed by  factories in june  only  people remained employed by  factories in june  by  gazas unemployment rate had risen to  with  of the population living on less than  dollars a day,according oxfam because importexport ban imposed gaza gazas industrial operations were suspended out people employed factories june only people remained employed factories june gazas unemployment rate risen population living less than dollars day,-0.08333333333333333
p,"In January 2008, the Israeli government calculated how many calories per person were needed to prevent a humanitarian crisis in the Gaza strip, and then subtracted eight percent to adjust for the ""culture and experience"" of the Gazans. Details of the calculations were released following Israeli human rights organization Gisha's application to the high court. Israel's Coordinator of Government Activities in the Territories, who drafted the plan, stated that the scheme was never formally adopted, this was not accepted by Gisha.[238][239][240]",in january  the israeli government calculated how many calories per person were needed to prevent a humanitarian crisis in the gaza strip and then subtracted eight percent to adjust for the culture and experience of the gazans details of the calculations were released following israeli human rights organization gishas application to the high court israels coordinator of government activities in the territories who drafted the plan stated that the scheme was never formally adopted this was not accepted by gisha,january israeli government calculated how many calories per person were needed prevent humanitarian crisis gaza strip then subtracted eight percent adjust culture experience gazans details calculations were released following israeli human rights organization gishas application high court israels coordinator government activities territories who drafted plan stated scheme never formally adopted accepted gisha,0.165
p,"Starting in February 2008, the Israeli Government reduced the electricity it sells directly to Gaza. This follows the ruling of Israel's High Court of Justice's decision, which held, with respect to the amount of industrial fuel supplied to Gaza, that, ""The clarification that we made indicates that the supply of industrial diesel fuel to the Gaza Strip in the winter months of last year was comparable to the amount that the Respondents now undertake to allow into the Gaza Strip. This fact also indicates that the amount is reasonable and sufficient to meet the vital humanitarian needs in the Gaza Strip."" Palestinian militants killed two Israelis in the process of delivering fuel to the Nahal Oz fuel depot.[241]",starting in february  the israeli government reduced the electricity it sells directly to gaza this follows the ruling of israels high court of justices decision which held with respect to the amount of industrial fuel supplied to gaza that the clarification that we made indicates that the supply of industrial diesel fuel to the gaza strip in the winter months of last year was comparable to the amount that the respondents now undertake to allow into the gaza strip this fact also indicates that the amount is reasonable and sufficient to meet the vital humanitarian needs in the gaza strip palestinian militants killed two israelis in the process of delivering fuel to the nahal oz fuel depot,starting february israeli government reduced electricity sells directly gaza follows ruling israels high court justices decision held respect amount industrial fuel supplied gaza clarification we made indicates supply industrial diesel fuel gaza strip winter months last year comparable amount respondents now undertake allow into gaza strip fact also indicates amount reasonable sufficient meet vital humanitarian needs gaza strip palestinian militants killed two israelis process delivering fuel nahal oz fuel depot,0.051428571428571435
p,"With regard to Israel's plan, the Court stated that, ""calls for a reduction of five percent of the power supply in three of the ten power lines that supply electricity from Israel to the Gaza Strip, to a level of 13.5 megawatts in two of the lines and 12.5 megawatts in the third line, we [the Court] were convinced that this reduction does not breach the humanitarian obligations imposed on the State of Israel in the framework of the armed conflict being waged between it and the Hamas organization that controls the Gaza Strip. Our conclusion is based, in part, on the affidavit of the Respondents indicating that the relevant Palestinian officials stated that they can reduce the load in the event limitations are placed on the power lines, and that they had used this capability in the past.""",with regard to israels plan the court stated that calls for a reduction of five percent of the power supply in three of the ten power lines that supply electricity from israel to the gaza strip to a level of  megawatts in two of the lines and  megawatts in the third line we the court were convinced that this reduction does not breach the humanitarian obligations imposed on the state of israel in the framework of the armed conflict being waged between it and the hamas organization that controls the gaza strip our conclusion is based in part on the affidavit of the respondents indicating that the relevant palestinian officials stated that they can reduce the load in the event limitations are placed on the power lines and that they had used this capability in the past,regard israels plan court stated calls reduction five percent power supply three ten power lines supply electricity israel gaza strip level megawatts two lines megawatts third line we court were convinced reduction does breach humanitarian obligations imposed state israel framework armed conflict being waged between hamas organization controls gaza strip our conclusion based part affidavit respondents indicating relevant palestinian officials stated can reduce load event limitations placed power lines used capability past,0.037500000000000006
p,"On 20 June 2010, Israel's Security Cabinet approved a new system governing the blockade that would allow practically all non-military or dual-use items to enter the Gaza strip. According to a cabinet statement, Israel would ""expand the transfer of construction materials designated for projects that have been approved by the Palestinian Authority, including schools, health institutions, water, sanitation and more – as well as (projects) that are under international supervision.""[242] Despite the easing of the land blockade, Israel will continue to inspect all goods bound for Gaza by sea at the port of Ashdod.[243]",on  june  israels security cabinet approved a new system governing the blockade that would allow practically all nonmilitary or dualuse items to enter the gaza strip according to a cabinet statement israel would expand the transfer of construction materials designated for projects that have been approved by the palestinian authority including schools health institutions water sanitation and more  as well as projects that are under international supervision despite the easing of the land blockade israel will continue to inspect all goods bound for gaza by sea at the port of ashdod,june israels security cabinet approved new system governing blockade would allow practically all nonmilitary dualuse items enter gaza strip according cabinet statement israel would expand transfer construction materials designated projects been approved palestinian authority including schools health institutions water sanitation more well projects under international supervision despite easing land blockade israel continue inspect all goods bound gaza sea port ashdod,0.21212121212121213
p,"Prior to a Gaza visit, scheduled for April 2013, Turkey's Prime Minister Recep Tayyip Erdogan explained to Turkish newspaper Hürriyet that the fulfilment of three conditions by Israel was necessary for friendly relations to resume between Turkey and Israel: an apology for the May 2010 Gaza flotilla raid (Prime Minister Netanyahu had delivered an apology to Erdogan by telephone on 22 March 2013), the awarding of compensation to the families affected by the raid, and the lifting of the Gaza blockade by Israel. The Turkish prime minister also explained in the Hürriyet interview, in relation to the April 2013 Gaza visit, ""We will monitor the situation to see if the promises are kept or not.""[244] At the same time, Netanyahu affirmed that Israel would only consider exploring the removal of the Gaza blockade if peace (""quiet"") is achieved in the area.[245]",prior to a gaza visit scheduled for april  turkeys prime minister recep tayyip erdogan explained to turkish newspaper hrriyet that the fulfilment of three conditions by israel was necessary for friendly relations to resume between turkey and israel an apology for the may  gaza flotilla raid prime minister netanyahu had delivered an apology to erdogan by telephone on  march  the awarding of compensation to the families affected by the raid and the lifting of the gaza blockade by israel the turkish prime minister also explained in the hrriyet interview in relation to the april  gaza visit we will monitor the situation to see if the promises are kept or not at the same time netanyahu affirmed that israel would only consider exploring the removal of the gaza blockade if peace quiet is achieved in the area,prior gaza visit scheduled april turkeys prime minister recep tayyip erdogan explained turkish newspaper hrriyet fulfilment three conditions israel necessary friendly relations resume between turkey israel apology may gaza flotilla raid prime minister netanyahu delivered apology erdogan telephone march awarding compensation families affected raid lifting gaza blockade israel turkish prime minister also explained hrriyet interview relation april gaza visit we monitor situation see if promises kept same time netanyahu affirmed israel would only consider exploring removal gaza blockade if peace quiet achieved area,0.0625
p,"On 9 October 2023, Israel declared war on Hamas and imposed a ""total blockade"" of the Gaza Strip.[246] The blockade was announced by Israeli Defense Minister Yoav Gallant, who declared: ""There will be no electricity, no food, no fuel, everything is closed. We are fighting human animals and we are acting accordingly.""[247][248]",on  october  israel declared war on hamas and imposed a total blockade of the gaza strip the blockade was announced by israeli defense minister yoav gallant who declared there will be no electricity no food no fuel everything is closed we are fighting human animals and we are acting accordingly,october israel declared war hamas imposed total blockade gaza strip blockade announced israeli defense minister yoav gallant who declared there no electricity no food no fuel everything closed we fighting human animals we acting accordingly,-0.025
h3,Agricultural rights,agricultural rights,agricultural rights,0.0
p,"Since the beginning of the Israeli–Palestinian conflict, the conflict has been about land.[249] When Israel became a state after the war in 1948, 77% of Palestine's land was used for the creation on the state.[250] The majority of those living in Palestine at the time became refugees in other countries and this first land crisis became the root of the Israeli–Palestinian conflict.[251] Because the root of the conflict is with land, the disputes between Israel and Palestine are well-manifested in the agriculture of Palestine.",since the beginning of the israelipalestinian conflict the conflict has been about land when israel became a state after the war in   of palestines land was used for the creation on the state the majority of those living in palestine at the time became refugees in other countries and this first land crisis became the root of the israelipalestinian conflict because the root of the conflict is with land the disputes between israel and palestine are wellmanifested in the agriculture of palestine,since beginning israelipalestinian conflict conflict been about land when israel became state after war palestines land used creation state majority those living palestine time became refugees other countries first land crisis became root israelipalestinian conflict because root conflict land disputes between israel palestine wellmanifested agriculture palestine,0.0625
p,"In Palestine, agriculture is a mainstay in the economy. The production of agricultural goods supports the population's sustenance needs and fuels Palestine's export economy.[252] According to the Council for European Palestinian Relations, the agricultural sector formally employs 13.4% of the population and informally employs 90% of the population.[252] Over the past 10 years[when?], unemployment rates in Palestine have increased and the agricultural sector became the most impoverished sector in Palestine. Unemployment rates peaked in 2008 when they reached 41% in Gaza.[253]",in palestine agriculture is a mainstay in the economy the production of agricultural goods supports the populations sustenance needs and fuels palestines export economy according to the council for european palestinian relations the agricultural sector formally employs  of the population and informally employs  of the population over the past  yearswhen unemployment rates in palestine have increased and the agricultural sector became the most impoverished sector in palestine unemployment rates peaked in  when they reached  in gaza,palestine agriculture mainstay economy production agricultural goods supports populations sustenance needs fuels palestines export economy according council european palestinian relations agricultural sector formally employs population informally employs population over past yearswhen unemployment rates palestine increased agricultural sector became most impoverished sector palestine unemployment rates peaked when reached gaza,0.08333333333333333
p,"Palestinian agriculture suffers from numerous problems including Israeli military and civilian attacks on farms and farmers, blockades to exportation of produce and importation of necessary inputs, widespread confiscation of land for nature reserves as well as military and settler use, confiscation and destruction of wells, and physical barriers within the West Bank.[254]",palestinian agriculture suffers from numerous problems including israeli military and civilian attacks on farms and farmers blockades to exportation of produce and importation of necessary inputs widespread confiscation of land for nature reserves as well as military and settler use confiscation and destruction of wells and physical barriers within the west bank,palestinian agriculture suffers numerous problems including israeli military civilian attacks farms farmers blockades exportation produce importation necessary inputs widespread confiscation land nature reserves well military settler use confiscation destruction wells physical barriers within west bank,-0.13333333333333333
h3,Israel's West Bank barrier,israels west bank barrier,israels west bank barrier,0.0
p,"With the construction of the separation barrier, the Israeli state promised free movement across regions. However, border closures, curfews, and checkpoints has significantly restricted Palestinian movement.[255] In 2012, there were 99 fixed check points and 310 flying checkpoints.[256] The border restrictions impacted the imports and exports in Palestine and weakened the industrial and agricultural sectors because of the constant Israeli control in the West Bank and Gaza.[257] In order for the Palestinian economy to be prosperous, the restrictions on Palestinian land must be removed.[254] According to The Guardian and a report for World Bank, the Palestinian economy lost $3.4bn (%35 of the annual GDP) to Israeli restrictions in the West Bank alone.[258]",with the construction of the separation barrier the israeli state promised free movement across regions however border closures curfews and checkpoints has significantly restricted palestinian movement in  there were  fixed check points and  flying checkpoints the border restrictions impacted the imports and exports in palestine and weakened the industrial and agricultural sectors because of the constant israeli control in the west bank and gaza in order for the palestinian economy to be prosperous the restrictions on palestinian land must be removed according to the guardian and a report for world bank the palestinian economy lost bn  of the annual gdp to israeli restrictions in the west bank alone,construction separation barrier israeli state promised free movement across regions however border closures curfews checkpoints significantly restricted palestinian movement there were fixed check points flying checkpoints border restrictions impacted imports exports palestine weakened industrial agricultural sectors because constant israeli control west bank gaza order palestinian economy prosperous restrictions palestinian land must removed according guardian report world bank palestinian economy lost bn annual gdp israeli restrictions west bank alone,0.21875
h3,Economic disputes and boycotts,economic disputes and boycotts,economic disputes boycotts,0.2
p,"In Gaza, the agricultural market suffers from economic boycotts and border closures and restrictions placed by Israel.[259] The PA's Minister of Agriculture estimates that around US$1.2 billion were lost in September 2006 because of these security measures. There has also been an economic embargo initiated by the west on Hamas-led Palestine, which has decreased the amount of imports and exports from Palestine.[citation needed] This embargo was brought on by Hamas' refusal to recognize Israel's right to statehood.[citation needed] s a result, the PA's 160,000 employees have not received their salaries in over one year.[260]",in gaza the agricultural market suffers from economic boycotts and border closures and restrictions placed by israel the pas minister of agriculture estimates that around us billion were lost in september  because of these security measures there has also been an economic embargo initiated by the west on hamasled palestine which has decreased the amount of imports and exports from palestinecitation needed this embargo was brought on by hamas refusal to recognize israels right to statehoodcitation needed s a result the pas  employees have not received their salaries in over one year,gaza agricultural market suffers economic boycotts border closures restrictions placed israel pas minister agriculture estimates around us billion were lost september because these security measures there also been economic embargo initiated west hamasled palestine decreased amount imports exports palestinecitation needed embargo brought hamas refusal recognize israels right statehoodcitation needed s result pas employees received salaries over one year,-0.06285714285714286
h2,Actions toward stabilizing the conflict,actions toward stabilizing the conflict,actions toward stabilizing conflict,0.0
p,"In response to a weakening trend in Palestinian violence and growing economic and security cooperation between Israel and the Palestinian Authority, the Israeli military removed over 120 check points in 2010 and planned on disengaging from major Palestinian population areas. According to the IDF, terrorist activity in the West Bank decreased by 97% compared to violence in 2002.[261]",in response to a weakening trend in palestinian violence and growing economic and security cooperation between israel and the palestinian authority the israeli military removed over  check points in  and planned on disengaging from major palestinian population areas according to the idf terrorist activity in the west bank decreased by  compared to violence in ,response weakening trend palestinian violence growing economic security cooperation between israel palestinian authority israeli military removed over check points planned disengaging major palestinian population areas according idf terrorist activity west bank decreased compared violence,-0.059375000000000004
p,"PA–Israel efforts in the West Bank have ""significantly increased investor confidence"", and the Palestinian economy grew 6.8% in 2009.[262][263][264][265]",paisrael efforts in the west bank have significantly increased investor confidence and the palestinian economy grew  in ,paisrael efforts west bank significantly increased investor confidence palestinian economy grew,0.375
p,"Since the Second Intifada, Israel has banned Jewish Israelis from entering Palestinian cities. However, Israeli Arabs are allowed to enter West Bank cities on weekends.",since the second intifada israel has banned jewish israelis from entering palestinian cities however israeli arabs are allowed to enter west bank cities on weekends,since second intifada israel banned jewish israelis entering palestinian cities however israeli arabs allowed enter west bank cities weekends,0.0
p,"The Palestinian Authority has petitioned the Israeli military to allow Jewish tourists to visit West Bank cities as ""part of an effort"" to improve the Palestinian economy. Israeli general Avi Mizrahi spoke with Palestinian security officers while touring malls and soccer fields in the West Bank. Mizrahi gave permission to allow Israeli tour guides into Bethlehem, a move intended to ""contribute to the Palestinian and Israeli economies.""[266]",the palestinian authority has petitioned the israeli military to allow jewish tourists to visit west bank cities as part of an effort to improve the palestinian economy israeli general avi mizrahi spoke with palestinian security officers while touring malls and soccer fields in the west bank mizrahi gave permission to allow israeli tour guides into bethlehem a move intended to contribute to the palestinian and israeli economies,palestinian authority petitioned israeli military allow jewish tourists visit west bank cities part effort improve palestinian economy israeli general avi mizrahi spoke palestinian security officers while touring malls soccer fields west bank mizrahi gave permission allow israeli tour guides into bethlehem move intended contribute palestinian israeli economies,-0.016666666666666663
h3,Mutual recognition,mutual recognition,mutual recognition,0.0
h4,Between Israel and the PLO,between israel and the plo,between israel plo,0.0
p,"Beginning in 1993 with the Oslo peace process, Israel recognizes ""the PLO as the representative of the Palestinian people"", though Israel does not recognize the State of Palestine.[267] In return, it was agreed that Palestinians would promote peaceful co-existence, renounce violence and promote recognition of Israel among their own people. Despite Yasser Arafat's official renunciation of terrorism and recognition of Israel, some Palestinian groups continue to practice and advocate violence against civilians and do not recognize Israel as a legitimate political entity.[26][268][unreliable source?] Palestinians state that their ability to spread acceptance of Israel was greatly hampered by Israeli restrictions on Palestinian political freedoms, economic freedoms, civil liberties, and quality of life.",beginning in  with the oslo peace process israel recognizes the plo as the representative of the palestinian people though israel does not recognize the state of palestine in return it was agreed that palestinians would promote peaceful coexistence renounce violence and promote recognition of israel among their own people despite yasser arafats official renunciation of terrorism and recognition of israel some palestinian groups continue to practice and advocate violence against civilians and do not recognize israel as a legitimate political entityunreliable source palestinians state that their ability to spread acceptance of israel was greatly hampered by israeli restrictions on palestinian political freedoms economic freedoms civil liberties and quality of life,beginning oslo peace process israel recognizes plo representative palestinian people though israel does recognize state palestine return agreed palestinians would promote peaceful coexistence renounce violence promote recognition israel among own people despite yasser arafats official renunciation terrorism recognition israel some palestinian groups continue practice advocate violence against civilians do recognize israel legitimate political entityunreliable source palestinians state ability spread acceptance israel greatly hampered israeli restrictions palestinian political freedoms economic freedoms civil liberties quality life,0.3083333333333333
h4,Of Israel as a Jewish state,of israel as a jewish state,israel jewish state,0.0
p,"The Palestinian president Mahmoud Abbas has in recent years refused to recognize Israel as a Jewish state, citing concerns for Israeli Arabs and a possible future right to return for Palestinian refugees, though Palestine continues to recognize Israel as a state.[269][270]",the palestinian president mahmoud abbas has in recent years refused to recognize israel as a jewish state citing concerns for israeli arabs and a possible future right to return for palestinian refugees though palestine continues to recognize israel as a state,palestinian president mahmoud abbas recent years refused recognize israel jewish state citing concerns israeli arabs possible future right return palestinian refugees though palestine continues recognize israel state,0.05714285714285714
p,"The leader of al-Aqsa Martyrs' Brigades, which is Fatah's official military wing, has stated that any peace agreement must include the right of return of Palestinian refugees into lands now part of Israel, which some Israeli commenters view as ""destroying the Jewish state"".[271] In 2006, Hamas won a majority in the Palestinian Legislative Council, where it remains the majority party. Hamas' charter openly states they seek Israel's destruction, though Hamas leaders have spoken of long-term truces with Israel in exchange for an end to the occupation of Palestinian territory.[268][272]",the leader of alaqsa martyrs brigades which is fatahs official military wing has stated that any peace agreement must include the right of return of palestinian refugees into lands now part of israel which some israeli commenters view as destroying the jewish state in  hamas won a majority in the palestinian legislative council where it remains the majority party hamas charter openly states they seek israels destruction though hamas leaders have spoken of longterm truces with israel in exchange for an end to the occupation of palestinian territory,leader alaqsa martyrs brigades fatahs official military wing stated any peace agreement must include right return palestinian refugees into lands now part israel some israeli commenters view destroying jewish state hamas won majority palestinian legislative council where remains majority party hamas charter openly states seek israels destruction though hamas leaders spoken longterm truces israel exchange end occupation palestinian territory,-0.0028571428571428636
h3,Palestinian government,palestinian government,palestinian government,0.0
p,"The Palestinian Authority is considered corrupt by a wide variety of sources, including some Palestinians.[273][274][275] Some Israelis argue that it provides tacit support for militants via its relationship with Hamas and other Islamic militant movements, and that therefore it is unsuitable for governing any putative Palestinian state or (especially according to the right wing of Israeli politics), even negotiating about the character of such a state.[209] Because of that, a number of organizations, including the previously ruling Likud party, declared they would not accept a Palestinian state based on the current PA.",the palestinian authority is considered corrupt by a wide variety of sources including some palestinians some israelis argue that it provides tacit support for militants via its relationship with hamas and other islamic militant movements and that therefore it is unsuitable for governing any putative palestinian state or especially according to the right wing of israeli politics even negotiating about the character of such a state because of that a number of organizations including the previously ruling likud party declared they would not accept a palestinian state based on the current pa,palestinian authority considered corrupt wide variety sources including some palestinians some israelis argue provides tacit support militants via relationship hamas other islamic militant movements therefore unsuitable governing any putative palestinian state especially according right wing israeli politics even negotiating about character such state because number organizations including previously ruling likud party declared would accept palestinian state based current pa,-0.07473544973544972
h4,Palestinian security apparatus,palestinian security apparatus,palestinian security apparatus,0.0
p,"Starting in 2006, the United States began training, equipping, and funding the Palestinian Authority's security forces, which had been cooperating with Israel at unprecedented levels in the West Bank to quell supporters of Hamas.[183] The US government has spent over $500 million building and training the Palestinian National Security Forces and Presidential Guard.[183] The IDF maintains that the US-trained forces will soon be capable of ""overrunning small IDF outposts and isolated Israeli communities"" in the event of a conflict.[276]",starting in  the united states began training equipping and funding the palestinian authoritys security forces which had been cooperating with israel at unprecedented levels in the west bank to quell supporters of hamas the us government has spent over  million building and training the palestinian national security forces and presidential guard the idf maintains that the ustrained forces will soon be capable of overrunning small idf outposts and isolated israeli communities in the event of a conflict,starting united states began training equipping funding palestinian authoritys security forces been cooperating israel unprecedented levels west bank quell supporters hamas us government spent over million building training palestinian national security forces presidential guard idf maintains ustrained forces soon capable overrunning small idf outposts isolated israeli communities event conflict,0.09
h3,Views on dialogue versus violence,views on dialogue versus violence,views dialogue versus violence,0.0
p,Societal attitudes in both Israel and Palestine are a source of concern to those promoting dispute resolution.,societal attitudes in both israel and palestine are a source of concern to those promoting dispute resolution,societal attitudes both israel palestine source concern those promoting dispute resolution,0.0
p,"According to a June 2022 poll carried out by the Palestinian Center for Policy and Survey Research that asked Palestinians from the Gaza Strip and the West Bank including East Jerusalem, ""which of the following means is the most effective means of ending the Israeli occupation and building an independent state"", 50% supported ""armed struggle"", 22% favored negotiations until an agreement could be reached, and 21% supported non-violent popular resistance.[18] 59% of respondents cite the armed attack inside Israel carried out by Palestinians unaffiliated with known armed groups as contributing to ending the occupation; 37% disagree. Residents of the Gaza Strip, youth, students, low-income workers, public sector employees, and Hamas supporters are more likely to believe that armed attacks contribute to the national interest.[18] An unconditional resumption of Palestinian-Israeli negotiations is opposed by 69% of Palestinians and supported by 22%. A return to dialogue with the new US administration under Joe Biden is opposed by 65% of Palestinians, while 29% are in favor.[18]",according to a june  poll carried out by the palestinian center for policy and survey research that asked palestinians from the gaza strip and the west bank including east jerusalem which of the following means is the most effective means of ending the israeli occupation and building an independent state  supported armed struggle  favored negotiations until an agreement could be reached and  supported nonviolent popular resistance  of respondents cite the armed attack inside israel carried out by palestinians unaffiliated with known armed groups as contributing to ending the occupation  disagree residents of the gaza strip youth students lowincome workers public sector employees and hamas supporters are more likely to believe that armed attacks contribute to the national interest an unconditional resumption of palestinianisraeli negotiations is opposed by  of palestinians and supported by  a return to dialogue with the new us administration under joe biden is opposed by  of palestinians while  are in favor,according june poll carried out palestinian center policy survey research asked palestinians gaza strip west bank including east jerusalem following means most effective means ending israeli occupation building independent state supported armed struggle favored negotiations until agreement could reached supported nonviolent popular resistance respondents cite armed attack inside israel carried out palestinians unaffiliated known armed groups contributing ending occupation disagree residents gaza strip youth students lowincome workers public sector employees hamas supporters more likely believe armed attacks contribute national interest unconditional resumption palestinianisraeli negotiations opposed palestinians supported return dialogue new us administration under joe biden opposed palestinians while favor,0.2863636363636364
h2,Fatalities,fatalities,fatalities,0.0
p,"A variety of studies provide aggregated casualty data for the Israeli–Palestinian conflict. According to the Stockholm International Peace Research Institute, 13,000 Israelis and Palestinians were killed in conflict with each other between 1948 and 1997.[277] Other estimations give 14,500 killed between 1948 and 2009.[277][278] Palestinian fatalities during the 1982 Lebanon War were 2,000 PLO combatants killed in armed conflict with Israel.[279]",a variety of studies provide aggregated casualty data for the israelipalestinian conflict according to the stockholm international peace research institute  israelis and palestinians were killed in conflict with each other between  and  other estimations give  killed between  and  palestinian fatalities during the  lebanon war were  plo combatants killed in armed conflict with israel,variety studies provide aggregated casualty data israelipalestinian conflict according stockholm international peace research institute israelis palestinians were killed conflict each other between other estimations give killed between palestinian fatalities during lebanon war were plo combatants killed armed conflict israel,-0.1416666666666667
p,"According to B'tselem, during the first intifada from 1987 until 2000, 1,551 Palestinians and 421 Israelis lost their lives.[280] According to the database of the United Nations Office for the Coordination of Humanitarian Affairs - occupied Palestinian territory (OCHAoPt), 6,407 Palestinians and 308 Israelis were killed in the ongoing Israeli–Palestinian conflict from 2008 to September 2023, before the 2023 Israel–Hamas war.[281][282]",according to btselem during the first intifada from  until   palestinians and  israelis lost their lives according to the database of the united nations office for the coordination of humanitarian affairs  occupied palestinian territory ochaopt  palestinians and  israelis were killed in the ongoing israelipalestinian conflict from  to september  before the  israelhamas war,according btselem during first intifada until palestinians israelis lost lives according database united nations office coordination humanitarian affairs occupied palestinian territory ochaopt palestinians israelis were killed ongoing israelipalestinian conflict september before israelhamas war,0.024999999999999994
